avg_write_size,writes_per_sec,alloc_mode
2642.1688513821873,3.4760647670440266,0
1172.918211664289,23.097863076733454,2
3033.451935509298,67.99324925486822,2
3661.268016985937,9.606944430312199,0
1765.1887769710104,3.949924724368964,0
945.5483144081288,51.03017352223288,2
170.99302976533812,20.6849274179782,2
2684.3340531270374,54.94920657971845,2
952.8165880680891,59.33730270371496,2
3327.6236013249973,1.6433772081280407,0
3313.0632233898814,70.11580010383446,2
1435.8900826005433,16.392470481366374,2
3923.4831071377416,34.32285996615005,2
437.95124050875637,10.574921306512937,2
3481.0972851129577,60.76887710532222,2
3318.341197842301,73.24344688268798,2
2226.0716647453532,97.3384606339577,2
1590.2506089040812,55.652022496049476,2
3408.159606268075,62.23345548406036,2
3538.4022220530537,58.157862380419445,2
2904.8336436185714,5.536613981910559,0
982.8858474270369,29.64940839660861,2
385.72125095606606,24.04629774974199,2
471.2377633800278,28.51938670789912,2
2627.0796792740616,37.11838571803834,2
1556.5696594152707,21.741196046377283,2
1140.454578502025,93.72880418353691,2
2676.878673314265,61.30396956103183,2
754.031029534727,73.18355299708458,2
722.8388548480953,38.56608873400713,2
4053.758149766752,64.35997622555519,2
2309.6213668993737,68.77681084799758,2
3462.3789422053123,77.82399124307824,2
987.5218261592688,4.1779241464997385,2
1335.9066897742182,27.50634672159457,2
914.6828253400683,94.34806171917039,2
3597.5142699378007,32.15311019904931,2
2706.7286984689563,40.16755820500576,2
3751.4558818338714,46.42633340615248,2
1131.9968313201475,25.41612326170436,2
2327.436316945824,27.01141924377059,2
2421.0507125813156,89.88446547664522,2
1674.3828367260817,22.71275515657105,2
4086.0716293882847,51.443103073969986,2
430.546749884737,5.664521167048722,2
506.1052935738577,63.117158128605915,1
3257.6639971114714,42.79383671316872,2
320.14371120469116,38.780309364147136,1
4080.36140512807,53.382320164814566,2
3979.3880185381086,86.21719052121531,2
110.29148047344877,72.35146011665927,1
2812.6562079151495,54.16006271047072,2
1139.8391658886526,64.455218059401,2
513.7783639385738,44.041759816241395,2
1893.4139839193604,95.42777682458693,2
3595.4390556048784,27.075516024357984,2
2082.363207818803,18.686536172483006,2
3743.715448238316,87.18133841383992,2
1267.3293991208877,64.25599999173451,2
2519.367892518711,16.131087586413848,2
3138.44354590301,54.39852398184295,2
3203.421961838411,53.50501354732257,2
66.30588518786821,33.09144964346264,1
142.53022529967583,92.9807630101971,1
3607.006611383079,83.33488740675676,2
1303.8969536235309,6.734591482924568,0
3604.1347039906914,94.74799508450141,2
409.3547187376872,49.113055868344766,1
343.06487446452275,76.29961436046592,1
3151.844418965775,13.710754985476516,2
1980.3385484940845,55.43055575599944,2
1132.7083278863183,87.37087106744049,2
1770.092174889976,21.968022338766122,2
2238.441829958776,73.26317583990765,2
875.0410875872539,31.8599128387886,2
4076.442206056727,65.33792770630589,2
1830.4195383432805,52.240008262523475,2
551.8889177408473,23.24503636612418,2
1427.16098657854,59.242563127266095,2
991.8226018293984,22.80152106070439,2
350.2441227884192,63.47919276973979,1
987.0932723265745,90.63658128760667,2
3530.049933823106,8.01487763897669,0
1023.6346857757887,67.22880005133177,2
927.8028073176084,14.098873023777475,2
3835.9934180212654,57.533266239203165,2
1969.809578089154,78.67732300478458,2
3319.8278949951064,19.850581521825895,2
454.82504297061564,43.67406705823137,1
1771.8690080163205,47.23544213563082,2
3003.6338250221174,67.66309018203685,2
4032.1541322275752,10.74336924404393,2
1687.3690094363476,34.590957934101354,2
3538.2636665744535,25.616977058108276,2
830.922318833352,45.412741235480055,2
1765.0267718123177,28.575969322027106,2
1071.2195978606292,92.40329432832527,2
1850.7031640555385,86.27356137142122,2
2282.9116597977873,6.008244622963242,0
4093.1069126401135,83.76673092291524,2
3970.992909372117,92.71033131780463,2
3485.9412011584795,17.464799949787487,2
2022.1050178172968,22.160982620718986,2
1680.994459559393,6.804904597245714,0
1592.0196157149257,98.54557553419286,2
1133.2987305501167,78.62298959290837,2
1898.5937371114258,42.877741113026126,2
3923.9047279462025,99.54684625977868,2
2304.857879971453,72.12241925433628,2
688.1407995050266,30.374074723961858,2
3969.8361595556485,58.338848790809365,2
2250.1310519410736,75.04958047752734,2
294.4903803629718,58.83358185143815,1
2091.492743931479,85.41926931278024,2
698.7687590519965,96.11711142417059,2
387.0094278500463,19.396671137091598,2
2463.1815492065116,67.84604280680493,2
1012.3421046437546,12.868774780765294,2
3653.638450569892,25.375319431073862,2
2461.101227046835,62.318769522878206,2
1754.314858634238,58.78355663983125,2
2171.859909024858,93.5359195159063,2
887.5730920756989,71.90298827815207,2
1026.3817609470912,40.18279883233419,2
2772.254978974604,30.69971090007746,2
1338.8264553681154,75.43458474902582,2
356.49383763641026,46.37026673924003,1
4089.7683055251114,99.61354833765435,2
359.38722747372026,22.102276914437,2
1133.2880722736181,93.3926784213772,2
3615.644348303724,88.04775400596974,2
1553.93322179518,16.616936403365965,2
3425.659657107702,70.65045258364972,2
2530.284751407031,98.73607329951892,2
2700.8325130096737,1.774487608063637,0
3358.563872785541,30.63849646779781,2
2738.783298743224,93.9540703887833,2
605.4617732340587,12.42743837149112,2
495.56906212437195,55.769140447596776,1
1162.1079920533393,60.87815287599217,2
2957.4123385436333,21.15613392041784,2
2621.2474502246414,27.134406261410533,2
2033.7604278662864,90.628312616853,2
3475.4901720048574,10.137548303560608,2
1771.8575149769447,28.391342173252916,2
78.29621840193823,77.34080307894308,1
2632.8411372791625,26.93357098100047,2
3052.643022458857,55.616361691512736,2
1788.433657330099,1.9573002612256567,0
367.3832438174287,88.42753293671416,1
3708.640000529489,55.01343863134671,2
3429.0871201804193,58.66844708248961,2
661.1141434080901,13.617106408931738,2
1306.897666918299,89.99916738551642,2
3273.965133308584,86.20955561808937,2
3688.4641344747456,21.797577295635648,2
1070.1039085468315,11.176568545506777,2
3209.428687225657,88.52933544364988,2
1702.513635803095,62.445489504920566,2
687.1590601554491,93.05822055367376,2
3550.090167158895,97.64439726016532,2
3333.03157479968,88.26020426166912,2
163.93861117349695,73.91988270375313,1
1403.3718067600005,93.15077271878422,2
3298.612080194544,86.54233880915267,2
